query_id,cleaned_query,label
68170,information regarding about weather of haroli,8
31415,fertilizer dose information of paddy crop,0
16676,mirchi ki patti peeli pad rahi hain,6
23589,asking about weather information,8
88251,asking about root rot management in onion,6
87274,information regarding how to control flower and fruit dropping,6
38891,tell me insect control in til,6
43167,control of sigatoka in banana,6
73329,insect problem in ribbed gourd,6
44610,tell me cooperative department rajasthan,4
57906,asking about moringa spacing details,1
85796,nutrient management in mentha,5
71130,tell me control of fuirt bricking in water milon,5
22136,asking about the market price of paddy at rampurhat market,4
24002,variety of brinjal,0
21052,tell me about yellow leaf control in moth bean,6
94072,information maize,6
63139,tell me requirment urea 1st irrigation in grou,5
65535,tell me aboutcontrol of white garb in groundnut,6
27671,village name mistake in up pardarshi kisan yojana online registration,3
39786,asking about weather report for viruthunagar district,8
46140,tell me control jhulsa in loki,8
41192,varieties of papaya,0
99778,asking about early shoot borer management in sugarcane,6
91523,control of weed in the paddy crop,6
62186,disease control in mango plant,6
72061,cimap comtact number,0
78110,asking about rhizome rot in turmeric,6
41407,tell me about weed control in urd,9
35993,tell me aphid control in coriander,6
34448,tell me about variety of bt cotton,7
4528,asking about false smut management in paddy,6
52652,information regarding mandi rate of different crops,2
65389,information regarding weather in siwani,8
67409,seed rate of mung,7
89381,control of stem borer in paddy,6
15462,weather information in hathras,8
81026,asking about eriophyid mite management in coconut,6
34207,farmer need weather information of ashoknagar district of madhya pradesh,8
4328,weed problem in onion crop,0
11206,bareilly ka mausam,8
3493,asking about weather report of mangolekote block in barddhaman district,8
62168,give me wheat irrigation,0
20586,moong ki seed rate kya hai,0
89709,asking about green manure sunhemp fertilizer application,5
64811,urd ki fasal bad rahi hai,0
41888,tell me aphid control in isbgol,6
52154,nutrient management in sugercane crop,2
61207,weather information of badaun,8
5576,farmer needs information regarding weather for bareli block of state madhya pradesh,8
51777,information of fertilizers in the paddy crop,1
82407,asking about control of mealy bug in guava,6
93791,foliar spray for banana,5
96015,insect problem in bengal gram,6
93953,asking about blackgram powdery mildew management,6
89242,farmer needs information regarding for nowgong chhatarpur dist of state madhya pradesh,8
58617,tell me about subsidy on tarbandi system,4
18925,information regarding leaf spot in bhindi,6
85667,tell me info about bank loan,3
87668,information about bajara,9
33151,sowing time of sweet potato,0
90439,asked about prunning,0
45091,weed control in potato,8
84299,tell me insect control in tomato,6
87976,ask about weed managent,9
15544,began ka ful gir rha hai,6
85545,tell me insect control in moonh,6
13499,farmer want to know information about animal husbandry f,3
36363,tell me root rot controlm in groundnut,6
25979,regarding problem of alternaria in apple tree,6
34426,tell me about weed control in moong,9
65970,tell me variety of castor,7
20854,asking about onion season,0
49264,asking about entomology department contact number,0
58278,asked about brinjal fruit borer management,6
84156,farmer need weather information of your dewas district of madhya pradesh,8
85381,asked about mealy bug management in chilli,6
89625,asking about weather rain fall report in hooghly district,8
61990,bima ki jankari lei hai,3
57028,paddy fertilizer management,1
48559,asking about joint director of agriculture phone number,3
37154,ganne me kide ki samasya hai,6
68417,information about weather of udaipur,8
32703,information regarding how to control sucking pest in okra plants,6
4916,regarding damage from rain,6
91801,mango leaf hopper management,6
25397,tell me aphid control in cotton,6
52778,asking baout top fertilizer management for marigold,5
97129,tell me mandi rate of garlic in kota,4
14577,dan kipatti pili pad eai hai,1
11066,asked about phone no,4
60456,tell me my mustrad crop sale on msp rate now payment related problem,4
83075,white grub,6
52125,ratoon gane ki prajati batiye,3
42726,uttar pardesh kisan aur sarvhit bima yojana ka labh kaha se milega,3
93903,asking about planting spacing for sugarcane,0
95120,asking about weather information,5
7492,plz tell me weather information for mainpuri,8
29569,weather information district gonda,8
55119,sugarcane ki jankari,2
98685,how to control flower drop in soybean crop,1
565,tell me about weather information,3
6397,tell me about irrigation in lemon,0
34342,farmer need information regarding control measures of excess growth of soybean crop,0
50898,information regarding weather in kaithal,8
63500,farmer want to know how to control sucking pest in blackgram crop,6
95974,tell me about weather information of agra,8
18579,farmer want to know information about weather report in raisen district,8
37360,asking about weather forecast,9
87294,tell me no groth in moong,8
27073,farmer wants to know information about weather forcast in seyoni district,8
67324,how to increase growth of chana,1
24816,tell me whitefly control of cotton,6
33807,grampest control,6
89498,asking about weed management for paddy direct sowing 25th day,9
87507,information regarding how to control white fly and thripsleaf curl in cotton crop,6
48912,bakane disease in paddy,6
4416,plant protection in mango,6
30955,fungus cantrol of wheat crop,0
50648,tell me weed control in isbgol,9
34139,farmer wants to know information about weather of their shajapur district,8
95538,ragi basal fertilizer management,1
87405,tell me weather report in jalore,8
94866,farmer want to know information about weather forecasting in dewas district,8
66328,tell me blight control in bhindi,1
11130,asking about thrips in bellary onion,6
99593,control of algae in paddy,9
71187,humani control,6
34153,information of goverment schemes,3
53273,information regarding weather in barwala,8
40848,insect attaik in sugarcane crop,6
57263,farmer want to know information about how to control of fungal attack in green gram crop,6
48415,farmer wants to know information about weather forecasting in ujjain district,8
67875,ganne ke phasal ki growth nahin ho rahi hai,5
33089,moong ki varietie,7
39066,attaclk of caterpiller,6
98644,farmer want to know information about weather of yourujjain district,8
24219,farmer needs information regarding weather forecast for panna district,8
75739,tell me insect control in cucumber,6
21055,asking about control measures of weeds in rice field,0
59181,information regarding control of satem weevil,6
98188,asking about bivoltine hybrid cocoon price market rate at coimbatore 130818,4
23854,asking about muskmelon beetle management,6
46689,wilting in gram,6
82555,farmer want to know information about weather of pawai,8
96644,tell me control of flower dropping of pomegranate,6
100251,flyspeck in apple,8
53408,sem ka flower jhad jata,6
62882,cell elongation management,5
7029,plant growth regulators in sugarcane,5
92140,tell me aout insect control,6
92425,information regarding improved grouth in paddy,8
